document	sentences	fast	slow	slow1	slow2	hwc	exclude_conflict	hwc1	compete2	resource1	competition2	ipcc	co_slow	co_hwc	co_resourcecompetition	doc_ipcc	1.1. fast climate onset	1.2. slow climate onset	2.1. human-wildlife conflict and fast climate onset	2.2. human-wildlife conflict and slow climate onset	3.1. human-wildlife conflict and natural resource competition	4.1. wild life conflict in articles that mention ipcc	1. climate change	2. climate change and human wild life conflict	3. resource competition and human-wild life conflict	4. wild life conflict in articles that mention ipcc
wiki2023_United_Nations_Climate_Change_Conference	"mckinsey's energy scenario for the cop28 presidency would allow for continued investment in fossil fuels, which would undermine the goals of the paris agreement; an ""energy transition narrative"" recommends oil use to be reduced by only 50% by 2050, and that trillions of dollars should continue to be invested in high-emission assets each year to at least 2050."	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	"[124]
on 27 november 2023, the centre for climate reporting and bbc news reported that based on leaked documents, the uae intended to use cop28 as a platform to discuss fossil fuel deals with fifteen countries, including a deal with china to ""jointly evaluate international lng opportunities"" in mozambique, canada and australia."	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	the report stated that fossil fuel talks between adnoc and 15 countries were planned, in addition to talks between masdar and 20 countries including the united kingdom, france, germany and others ahead of the summit.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	[125][126][127] al jaber denied reports that the uae wanted to seek oil deals at the summit, calling the allegations an attempt to undermine his work.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	"[128][129][130]
an analysis found that at least 2,456 cop28 attendees were fossil fuel lobbyists, receiving more passes than the ten countries most vulnerable to climate change."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	"[131] analysis by oxfam found that 34 billionairesâtogether worth roughly $495 billionâattended cop28 as delegates; a quarter of them had made their money in ""highly polluting industries""."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	"[132]
sultan al jaber, the president of cop28, has drawn criticism for asserting there is no scientific basis for phasing out fossil fuels to limit global warming to 1.5 degrees celsius, a claim revealed by the guardian and the centre for climate reporting."	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	"described as ""incredibly concerning"" and bordering on climate denial, his comments contradict the stance of un secretary-general antã³nio guterres."	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	the remarks were made during a confrontational exchange with mary robinson, chair of the elders group, at a live online event on 21 november.	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	the times noted widespread condemnation of al jaber's statements at cop28, where numerous countries, including the uk and eu members, advocated for the phased reduction of unabated fossil fuels.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	in contrast, former us vice president al gore emphasised the historical significance of a potential cop28 agreement to phase out fossil fuels, considering it one of the most crucial events in human history.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	simultaneously, bbc news reported a substantial increase in the united arab emirates' oil production, with adnoc, the state oil firm, projected to drill 42% more by 2030.	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	despite this, adnoc claims it aims to enhance climate-friendliness, including venturing into renewable energy, amid the global call for fossil fuel reduction.	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	"[133]
carbon footprint
several commentators criticised the fact that cop28 had over 70,000 accredited attendees,[67][68][69] as well as the use of private jets by many figures to attend."	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	[134][135][136] the meeting is estimated to have the largest carbon footprint of any climate summit.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	"[137]
suppression of protests
on 11 december 2023, licypriya kangujam, a climate activist from india, walked onto the main stage of the conference, held up a sign, ""end fossil fuels."	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	save our planet and our future.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	""", and gave a brief speech."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	she was given a round of applause by the audience and removed from the session by security personnel.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	according to kangujam, she was banned from further participation in cop28.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	"[138] other activists criticised the uae's heavy restrictions on protests, which human rights watch called ""shocking""."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	"[139][140] protests at the summit were largely confined to the ""blue zone"", an area under un control where local laws do not apply."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	[141] in the blue zone, local activists used cop28 as a platform for human rights demonstrations that are rare and generally not permitted in the uae.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
wiki2023_United_Nations_Climate_Change_Conference	"[142][143]
see also
    2023 in climate change
    49th g7 summit
    carbon capture and storage
    climate finance
    environmental issues in the united arab emirates
    global assembly
    global stocktake
    greenwashing
    hydrogen economy"	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	"anthropocene
    article
    talk
    read
    edit
    view history
tools
from wikipedia, the free encyclopedia
for the documentary film, see anthropocene: the human epoch."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"light pollution comes from highly populated areas at night, caused by human activity (electric lights)
part of a series on
human history
human era
â prehistory (stone age)   (pleistocene epoch)
holocene
ancient
postclassical
modern
â future   
    vte
the anthropocene (/ëã¦nî¸répéësiën, ã¦nëî¸répé-/ [1][2][3]) is a proposed geological epoch dating from the commencement of significant human impact on earth until now."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	it affects earth's geology, landscape, limnology, ecosystems and climate.	False	False	False	True	False	False	True	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[4][5] the effects of human activities on earth can be seen for example in biodiversity loss and climate change.	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	various start dates for the anthropocene have been proposed, ranging from the beginning of the neolithic revolution (12,000â15,000 years ago), to as recently as the 1960s as a starting date.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	in may 2019, the anthropocene working group (awg) voted in favour of submitting a formal proposal to the ics by 2021.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[6] the proposal located potential stratigraphic markers to the mid-20th century.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[7][6][8] this time period coincides with the start of the great acceleration, a post-world war ii time period during which global population growth, pollution and exploitation of natural resources have all increased at a dramatic rate.	False	False	True	False	False	True	False	False	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[9] the atomic age also started around the mid-20th century, when the risks of nuclear wars, nuclear terrorism and nuclear accidents increased.	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	the anthropocene working group of the subcommission on quaternary stratigraphy (sqs) of the ics voted in april 2016 to proceed towards a formal golden spike (gssp) proposal to define the anthropocene epoch in the geologic time scale.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	the group presented the proposal to the international geological congress in august 2016.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[10]
as of march 2024, neither the international commission on stratigraphy (ics) nor the international union of geological sciences (iugs) has approved the term as an official subdivision of geologic time."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[11][12] in march 2024, after 15 years of deliberation, a proposal by the iugs to ratify the anthropocene was voted down by a wide margin, primarily due to a dispute over the proposed start time in the mid-20th century.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	however, an option remains to appeal or challenge these results.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[13]
although the biologist eugene f. stoermer is often credited with coining the term anthropocene, it was already in informal use in the mid-1970s."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[14] paul j. crutzen re-invented and popularised the term.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[15]
development of the concept
an early concept for the anthropocene was the noosphere by vladimir vernadsky, who in 1938 wrote of ""scientific thought as a geological force""."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[16] scientists in the soviet union appear to have used the term anthropocene as early as the 1960s to refer to the quaternary, the most recent geological period.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[17]
ecologist eugene f. stoermer subsequently used anthropocene with a different sense in the 1980s[18][19] and the term was widely popularised in 2000 by atmospheric chemist paul j. crutzen,[15][20] who regards the influence of human behavior on earth's atmosphere in recent centuries as so significant as to constitute a new geological epoch."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[21]:â21â[22]
in 2008, the stratigraphy commission of the geological society of london considered a proposal to make the anthropocene a formal unit of geological epoch divisions."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[5][23] a majority of the commission decided the proposal had merit and should be examined further.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	independent working groups of scientists from various geological societies have begun to determine whether the anthropocene will be formally accepted into the geological time scale.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[24]
    the pressures we exert on the planet have become so great that scientists are considering whether the earth has entered an entirely new geological epoch: the anthropocene, or the age of humans."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	it means that we are the first people to live in an age defined by human choice, in which the dominant risk to our survival is ourselves.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"âachim steiner, undp administrator[25]
the term anthropocene is informally used in scientific contexts."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[26] the geological society of america entitled its 2011 annual meeting: archean to anthropocene: the past is the key to the future.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[27] the new epoch has no agreed start-date, but one proposal, based on atmospheric evidence, is to fix the start with the industrial revolution c. 1780, with the invention of the steam engine.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[23][28] other scientists link the new term to earlier events, such as the rise of agriculture and the neolithic revolution (around 12,000 years bp).	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	evidence of relative human impact â such as the growing human influence on land use, ecosystems, biodiversity, and species extinction â is substantial; scientists think that human impact has significantly changed (or halted) the growth of biodiversity.	False	True	False	False	False	False	True	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	"[29][30][31][32] those arguing for earlier dates posit that the proposed anthropocene may have begun as early as 14,000â15,000 years bp, based on geologic evidence; this has led other scientists to suggest that ""the onset of the anthropocene should be extended back many thousand years"";[33]:â1â this would make the anthropocene essentially synonymous with the current term, holocene."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	the trinity test in july 1945 has been proposed as the start of the anthropocene.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	in january 2015, 26 of the 38 members of the international anthropocene working group published a paper suggesting the trinity test on 16 july 1945 as the starting point of the proposed new epoch.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[34] however, a significant minority supports one of several alternative dates.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[34] a march 2015 report suggested either 1610 or 1964 as the beginning of the anthropocene.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[35] other scholars point to the diachronous character of the physical strata of the anthropocene, arguing that onset and impact are spread out over time, not reducible to a single instant or date of start.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[36]
a january 2016 report on the climatic, biological, and geochemical signatures of human activity in sediments and ice cores suggested the era since the mid-20th century should be recognised as a geological epoch distinct from the holocene."	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[37]
the anthropocene working group met in oslo in april 2016 to consolidate evidence supporting the argument for the anthropocene as a true geologic epoch."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[38] evidence was evaluated and the group voted to recommend anthropocene as the new geological epoch in august 2016.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[10] should the international commission on stratigraphy approve the recommendation, the proposal to adopt the term will have to be ratified by the iugs before its formal adoption as part of the geologic time scale.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[39]
in april 2019, the anthropocene working group (awg) announced that they would vote on a formal proposal to the international commission on stratigraphy, to continue the process started at the 2016 meeting."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[8] in may 2019, 29 members of the 34 person awg panel voted in favour of an official proposal to be made by 2021.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	the awg also voted with 29 votes in favour of a starting date in the mid 20th century.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	ten candidate sites for a global boundary stratotype section and point have been identified, one of which will be chosen to be included in the final proposal.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[6][7] possible markers include microplastics, heavy metals, or radioactive nuclei left by tests from thermonuclear weapons.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[40]
in november 2021, an alternative proposal that the anthropocene is a geological event, not an epoch, was published[41][42] and later expanded in 2022."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[43] this challenged the assumption underlying the case for the anthropocene epoch - the idea that it is possible to accurately assign a precise date of start to highly diachronous processes of human-influenced earth system change.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	the argument indicated that finding a single gssp would be impractical, given human-induced changes in the earth system occurred at different periods, in different places, and spread under different rates.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	under this model, the anthropocene would have many events marking human-induced impacts on the planet, including the mass extinction of large vertebrates, the development of early farming, land clearance in the americas, global-scale industrial transformation during the industrial revolution, and the start of the atomic age.	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	the authors are members of the awg who had voted against the official proposal of a starting date in the mid-20th century, and sought to reconcile some of the previous models (including ruddiman and maslin proposals).	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	they cited crutzen's original concept,[44] arguing that the anthropocene is much better and more usefully conceived of as an unfolding geological event, like other major transformations in earth's history such as the great oxidation event.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	in july 2023, the awg chose crawford lake in ontario, canada as a site representing the beginning of the proposed new epoch.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	the sediment in that lake shows a spike in levels of plutonium from hydrogen bomb tests, a key marker the group chose to place the start of the anthropocene in the 1950s, along with other elevated markers including carbon particles and nitrates from the burning of fossil fuels and widespread application of chemical fertilizers respectively.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	if approved, the official declaration of the new anthropocene epoch will take place in august 2024,[45] and its first age may be named crawfordian after the lake.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[46]
in march 2024, the new york times reported on the results of an internal vote held by the iugs, finding that after nearly 15 years of debate, the proposal to ratify the anthropocene had been defeated by a 12-to-4 margin, with 2 abstentions."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	these results were not out of a dismissal of human impact on the planet, but rather an inability to constrain the anthropocene in a geological context; the widely-adopted 1950 start date was found to prone to recency bias and to overshadow earlier examples of human impacts, many of which happened in different parts of the world at different times.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	it remains uncertain whether the vote's results functioned as a conclusive rejection or if the results could be challenged or appealed.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	although the proposal could be raised again, this would require the entire process of debate to start from the beginning.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[13]
proposed starting point
industrial revolution
main article: industrial revolution
crutzen proposed the industrial revolution as the start of anthropocene."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[47] lovelock proposes that the anthropocene began with the first application of the newcomen atmospheric engine in 1712.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[48] the intergovernmental panel on climate change takes the pre-industrial era (chosen as the year 1750) as the baseline related to changes in long-lived, well mixed greenhouse gases.	False	True	False	True	False	False	False	False	False	False	True	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	[49] although it is apparent that the industrial revolution ushered in an unprecedented global human impact on the planet,[50] much of earth's landscape already had been profoundly modified by human activities.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[51] the human impact on earth has grown progressively, with few substantial slowdowns.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"a 2024 scientific perspective paper authored by a group of scientists led by william j. ripple proposed the start of the anthropocene around 1850, stating it is a ""compelling choice ."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	. . from a population, fossil fuel, greenhouse gasses, temperature, and land use perspective.	False	True	False	True	False	False	False	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	"""[52]
mid 20th century (great acceleration)
main article: great acceleration
in may 2019 the twenty-nine members of the anthropocene working group (awg) proposed a start date for the epoch in the mid-twentieth century, as that period saw ""a rapidly rising human population accelerated the pace of industrial production, the use of agricultural chemicals and other human activities."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"at the same time, the first atomic-bomb blasts littered the globe with radioactive debris that became embedded in sediments and glacial ice, becoming part of the geologic record."""	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	the official start-dates, according to the panel, would coincide with either the radionuclides released into the atmosphere from bomb detonations in 1945, or with the limited nuclear test ban treaty of 1963.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[53]
first atomic bomb (1945)
the peak in radionuclides fallout consequential to atomic bomb testing during the 1950s is another possible date for the beginning of the anthropocene (the detonation of the first atomic bomb in 1945 or the partial nuclear test ban treaty in 1963)."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[6]
etymology
the name anthropocene is a combination of anthropo- from the ancient greek á¼î½î¸ïïïî¿ï (ã¡nthropos) meaning 'human' and -cene from îºî±î¹î½ïï (kainã³s) meaning 'new' or 'recent'."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[54][55]
as early as 1873, the italian geologist antonio stoppani acknowledged the increasing power and effect of humanity on the earth's systems and referred to an 'anthropozoic era'."	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[47]
nature of human effects
main article: human impact on the environment
biodiversity loss
main articles: holocene extinction and biodiversity loss
the human impact on biodiversity forms one of the primary attributes of the anthropocene."	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	[56] humankind has entered what is sometimes called the earth's sixth major extinction.	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	[57][58][59][60][61] most experts agree that human activities have accelerated the rate of species extinction.	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	[31][62] the exact rate remains controversial â perhaps 100 to 1000 times the normal background rate of extinction.	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	"[63][64]
anthropogenic extinctions started as humans migrated out of africa over 60,000 years ago."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	[65] increases in global rates of extinction have been elevated above background rates since at least 1500, and appear to have accelerated in the 19th century and further since.	False	True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	[4] rapid economic growth is considered a primary driver of the contemporary displacement and eradication of other species.	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[66]
according to the 2021 economics of biodiversity review, written by partha dasgupta and published by the uk government, ""biodiversity is declining faster than at any time in human history."	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"""[67][68] a 2022 scientific review published in biological reviews confirms that an anthropogenic sixth mass extinction event is currently underway."	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	"[69][70] a 2022 study published in frontiers in ecology and the environment, which surveyed more than 3,000 experts, states that the extinction crisis could be worse than previously thought, and estimates that roughly 30% of species ""have been globally threatened or driven extinct since the year 1500."	False	True	False	False	False	False	True	True	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	"""[71][72] according to a 2023 study published in biological reviews some 48% of 70,000 monitored species are experiencing population declines from human activity, whereas only 3% have increasing populations."	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[73][74][75]
this section is an excerpt from biodiversity loss."	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	"[edit]
summary of major environmental-change categories that cause biodiversity loss."	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	the data is expressed as a percentage of human-driven change (in red) relative to baseline (blue).	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	red indicates the percentage of the category that is damaged, lost, or otherwise affected, whereas blue indicates the percentage that is intact, remaining, or otherwise unaffected.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	"[76]
biodiversity loss happens when plant or animal species disappear completely from earth (extinction) or when there is a decrease or disappearance of species in a specific area."	False	True	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	biodiversity loss means that there is a reduction in biological diversity in a given area.	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	the decrease can be temporary or permanent.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	it is temporary if the damage that led to the loss is reversible in time, for example through ecological restoration.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	if this is not possible, then the decrease is permanent.	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
wikiAnthropocene	the cause of most of the biodiversity loss is, generally speaking, human activities that push the planetary boundaries too far.	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
wikiAnthropocene	[76][77][78] these activities include habitat destruction[79] and land use intensification (for example monoculture farming).	False	True	True	False	False	False	True	False	True	False	False	False	False	False	True	False	True	False	False	False	False	True	False	False	False
