document	sentences	lista	listb	listc	listd	liste	listf	listg	co_occurrencea	co_occurrenceb	conditional_a	conditional_b	vadar_compound	1.1	1	2.1	2	3.1	3	4.1	4	5.1	5	6.1	6	7.1	7.2	7.3	7.4	7	8.1	8.2	8
doc1	the regime of passage through straits used for international navigation established in this part shall not in other respects affect the legal status of the waters forming such straits or the exercise by the states bordering the straits of their sovereignty or jurisdiction over such waters and their air space, bed and subsoil.	False	False	False	False	True	False	False	False	False	True	True	-0.1184	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the sovereignty or jurisdiction of the states bordering the straits is exercised subject to this part and to other rules of international law.	False	False	False	False	True	False	True	False	True	True	True	0.0	False	False	False	False	False	False	True	True	False	False	False	False	False	True	False	False	True	False	False	False
doc1	article 35.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"scope of this part
nothing in this part affects: a.	 any areas of internal waters within a strait, except where the establishment of a straight baseline in accordance with the method set forth in article 7 has the effect of enclosing as internal waters areas which had not previously been considered as such; b.	 the legal status of the waters beyond the territorial seas of states bordering straits as exclusive economic zones or high seas; or c.	 the legal regime in straits in which passage is regulated in whole or in part by long-standing international conventions in force specifically relating to such straits."	False	False	False	False	True	False	False	False	False	True	True	0.5267	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 36.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"high seas routes or routes through exclusive economic zones through straits used for international navigation
this part does not apply to a strait used for international navigation if there exists through the strait a route through the high seas or through an exclusive economic zone of similar convenience with respect to navigational and hydrographical characteristics; in such routes, the other relevant parts of this convention, including the provisions regarding the freedoms of navigation and overflight, apply."	False	False	False	False	True	False	False	False	False	True	True	0.743	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"section 2 - transit passage
article 37."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"scope of this section
this section applies to straits which are used for international navigation between one part of the high seas or an exclusive economic zone and another part of the high seas or an exclusive economic zone."	False	False	False	False	True	False	False	False	False	True	True	0.25	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 38.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"right of transit passage
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	in straits referred to in article 37, all ships and aircraft enjoy the right of transit passage, which shall not be impeded; except that, if the strait is formed by an island of a state bordering the strait and its mainland, transit passage shall not apply if there exists seaward of the island a route through the high seas or through an exclusive economic zone of similar convenience with respect to navigational and hydrographical characteristics.	False	False	False	False	False	False	False	False	False	True	True	0.7783	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	transit passage means the exercise in accordance with this part of the freedom of navigation and overflight solely for the purpose of continuous and expeditious transit of the strait between one part of the high seas or an exclusive economic zone and another part of the high seas or an exclusive economic zone.	False	False	False	False	False	False	False	False	False	True	True	0.7351	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	however, the requirement of continuous and expeditious transit does not preclude passage through the strait for the purpose of entering, leaving or returning from a state bordering the strait, subject to the conditions of entry to that state.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	any activity which is not an exercise of the right of transit passage through a strait remains subject to the other applicable provisions of this convention.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 39.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"duties of ships and aircraft during transit passage
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"ships and aircraft, while exercising the right of transit passage, shall:
(a)	 proceed without delay through or over the strait;
(b)	 refrain from any threat or use of force against the sovereignty, territorial integrity or political independence of states bordering the strait, or in any other manner in violation of the principles of international law embodied in the charter of the united nations;
(c)	 refrain from any activities other than those incident to their normal modes of continuous and expeditious transit unless rendered necessary by force majeure or by distress;
(d)	 comply with other relevant provisions of this part."	True	False	False	False	True	False	True	False	True	True	True	-0.5629	True	True	False	False	False	False	True	True	False	False	False	False	False	True	False	False	True	True	True	True
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"ships in transit passage shall:
(a)	 comply with generally accepted international regulations, procedures and practices for safety at sea, including the international regulations for preventing collisions at sea;
(b)	 comply with generally accepted international regulations, procedures and practices for the prevention, reduction and control of pollution from ships."	False	False	False	False	True	False	False	False	False	True	True	0.5859	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"aircraft in transit passage shall:
(a)	 observe the rules of the air established by the international civil aviation organization as they apply to civil aircraft; state aircraft will normally comply with such safety measures and will at all times operate with due regard for the safety of navigation;
(b)	 at all times monitor the radio frequency assigned by the competent internationally designated air traffic control authority or the appropriate international distress radio frequency."	False	False	False	False	True	False	False	False	False	True	True	0.5859	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 40.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"research and survey activities
during transit passage, foreign ships, including marine scientific research and hydrographic survey ships, may not carry out any research or survey activities without the prior authorization of the states bordering straits."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 41.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"sea lanes and traffic separation schemes in straits used for international navigation
1."	False	False	False	False	True	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	in conformity with this part, states bordering straits may designate sea lanes and prescribe traffic separation schemes for navigation in straits where necessary to promote the safe passage of ships.	False	False	False	False	False	False	False	False	False	True	True	0.6705	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	such states may, when circumstances require, and after giving due publicity thereto, substitute other sea lanes or traffic separation schemes for any sea lanes or traffic separation schemes previously designated or prescribed by them.	False	False	False	False	False	False	False	False	False	True	True	0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	such sea lanes and traffic separation schemes shall conform to generally accepted international regulations.	False	False	False	False	True	False	False	False	False	True	True	0.2732	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	4.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	before designating or substituting sea lanes or prescribing or substituting traffic separation schemes, states bordering straits shall refer proposals to the competent international organization with a view to their adoption.	False	False	False	False	True	False	False	False	False	True	True	0.3182	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the organization may adopt only such sea lanes and traffic separation schemes as may be agreed with the states bordering the straits, after which the states may designate, prescribe or substitute them.	False	False	False	False	False	False	False	False	False	True	True	0.4215	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	5.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	in respect of a strait where sea lanes or traffic separation schemes through the waters of two or more states bordering the strait are being proposed, the states concerned shall cooperate in formulating proposals in consultation with the competent international organization.	False	False	False	False	True	False	False	False	False	True	True	0.6597	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	6.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	states bordering straits shall clearly indicate all sea lanes and traffic separation schemes designated or prescribed by them on charts to which due publicity shall be given.	False	False	False	False	False	False	False	False	False	True	True	0.4019	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	7.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	ships in transit passage shall respect applicable sea lanes and traffic separation schemes established in accordance with this article.	False	False	False	False	False	False	False	False	False	True	True	0.4767	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 42.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"laws and regulations of states bordering straits relating to transit passage
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"subject to the provisions of this section, states bordering straits may adopt laws and regulations relating to transit passage through straits, in respect of all or any of the following:
(a)	 the safety of navigation and the regulation of maritime traffic, as provided in article 41;
(b)	 the prevention, reduction and control of pollution, by giving effect to applicable international regulations regarding the discharge of oil, oily wastes and other noxious substances in the strait;
(c)	 with respect to fishing vessels, the prevention of fishing, including the stowage of fishing gear;
(d)	 the loading or unloading of any commodity, currency or person in contravention of the customs, fiscal, immigration or sanitary laws and regulations of states bordering straits."	False	False	False	False	True	False	False	False	False	True	True	0.9022	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	such laws and regulations shall not discriminate in form or in fact among foreign ships or in their application have the practical effect of denying, hampering or impairing the right of transit passage as defined in this section.	False	False	False	False	False	False	False	False	False	True	True	-0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	states bordering straits shall give due publicity to all such laws and regulations.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	4.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	foreign ships exercising the right of transit passage shall comply with such laws and regulations.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	5.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the flag state of a ship or the state of registry of an aircraft entitled to sovereign immunity which acts in a manner contrary to such laws and regulations or other provisions of this part shall bear international responsibility for any loss or damage which results to states bordering straits.	False	False	False	False	True	False	False	False	False	True	True	-0.5267	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 43.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"navigational and safety aids and other improvements and the prevention, reduction and control of pollution
user states and states bordering a strait should by agreement cooperate: a.	 in the establishment and maintenance in a strait of necessary navigational and safety aids or other improvements in aid of international navigation; and b.	 for the prevention, reduction and control of pollution from ships."	False	False	False	False	True	False	False	False	False	True	True	0.9081	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 44.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"duties of states bordering straits
states bordering straits shall not hamper transit passage and shall give appropriate publicity to any danger to navigation or overflight within or over the strait of which they have knowledge."	False	False	False	False	False	False	False	False	False	True	True	-0.5267	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	there shall be no suspension of transit passage.	False	False	False	False	False	False	False	False	False	True	True	-0.296	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"section 3 - innocent passage
article 45."	False	False	False	False	False	False	False	False	False	True	True	0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"innocent passage
1."	False	False	False	False	False	False	False	False	False	True	True	0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"the regime of innocent passage, in accordance with part ii, section 3, shall apply in straits used for international navigation:
(a)	 excluded from the application of the regime of transit passage under article 38, paragraph 1; or
(b)	 between a part of the high seas or an exclusive economic zone and the territorial sea of a foreign state."	False	False	False	False	True	False	False	False	False	True	True	0.128	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	there shall be no suspension of innocent passage through such straits.	False	False	False	False	False	False	False	False	False	True	True	0.0516	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"part iv - archipelagic states
article 46."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"use of terms
for the purposes of this convention: a."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"""archipelagic state"" means a state constituted wholly by one or more archipelagos and may include other islands; b."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"""archipelago"" means a group of islands, including parts of islands, interconnecting waters and other natural features which are so closely interrelated that such islands, waters and other natural features form an intrinsic geographical, economic and political entity, or which historically have been regarded as such."	False	False	False	False	False	False	False	False	False	True	True	0.6124	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 47.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"archipelagic baselines
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	an archipelagic state may draw straight archipelagic baselines joining the outermost points of the outermost islands and drying reefs of the archipelago provided that within such baselines are included the main islands and an area in which the ratio of the area of the water to the area of the land, including atolls, is between 1 to 1 and 9 to 1.	False	False	False	False	False	False	False	False	False	True	True	0.2263	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the length of such baselines shall not exceed 100 nautical miles, except that up to 3 per cent of the total number of baselines enclosing any archipelago may exceed that length, up to a maximum length of 125 nautical miles.	False	False	False	False	False	False	False	False	False	True	True	0.0772	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the drawing of such baselines shall not depart to any appreciable extent from the general configuration of the archipelago.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	4.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	such baselines shall not be drawn to and from low-tide elevations, unless lighthouses or similar installations which are permanently above sea level have been built on them or where a low-tide elevation is situated wholly or partly at a distance not exceeding the breadth of the territorial sea from the nearest island.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	5.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the system of such baselines shall not be applied by an archipelagic state in such a manner as to cut off from the high seas or the exclusive economic zone the territorial sea of another state.	False	False	False	False	False	False	False	False	False	True	True	-0.1531	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	6.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	if a part of the archipelagic waters of an archipelagic state lies between two parts of an immediately adjacent neighbouring state, existing rights and all other legitimate interests which the latter state has traditionally exercised in such waters and all rights stipulated by agreement between those states shall continue and be respected.	False	False	False	False	False	False	False	False	False	True	True	0.6705	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	7.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	for the purpose of computing the ratio of water to land under paragraph l, land areas may include waters lying within the fringing reefs of islands and atolls, including that part of a steep-sided oceanic plateau which is enclosed or nearly enclosed by a chain of limestone islands and drying reefs lying on the perimeter of the plateau.	False	False	False	False	False	False	False	False	False	True	True	-0.7783	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	8.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the baselines drawn in accordance with this article shall be shown on charts of a scale or scales adequate for ascertaining their position.	False	False	False	False	False	False	False	False	False	True	True	0.2263	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	alternatively, lists of geographical coordinates of points, specifying the geodetic datum, may be substituted.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	9.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the archipelagic state shall give due publicity to such charts or lists of geographical coordinates and shall deposit a copy of each such chart or list with the secretary-general of the united nations.	True	False	False	False	False	False	False	False	False	True	True	0.4215	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	True	True
doc1	article 48.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"measurement of the breadth of the territorial sea, the contiguous zone, the exclusive economic zone and the continental shelf
the breadth of the territorial sea, the contiguous zone, the exclusive economic zone and the continental shelf shall be measured from archipelagic baselines drawn in accordance with article 47."	False	False	False	False	False	False	False	False	False	True	True	0.25	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 49.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"legal status of archipelagic waters, of the air space over archipelagic waters and of their bed and subsoil
1."	False	False	False	False	False	False	False	False	False	True	True	0.128	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the sovereignty of an archipelagic state extends to the waters enclosed by the archipelagic baselines drawn in accordance with article 47, described as archipelagic waters, regardless of their depth or distance from the coast.	False	False	False	False	False	False	False	False	False	True	True	0.128	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	this sovereignty extends to the air space over the archipelagic waters, as well as to their bed and subsoil, and the resources contained therein.	False	False	False	False	False	False	False	False	False	True	True	0.3818	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	this sovereignty is exercised subject to this part.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	4.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the regime of archipelagic sea lanes passage established in this part shall not in other respects affect the status of the archipelagic waters, including the sea lanes, or the exercise by the archipelagic state of its sovereignty over such waters and their air space, bed and subsoil, and the resources contained therein.	False	False	False	False	False	False	False	False	False	True	True	-0.2411	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 50.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"delimitation of internal waters
within its archipelagic waters, the archipelagic state may draw closing lines for the delimitation of internal waters, in accordance with articles 9, 10 and 11."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 51.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"existing agreements, traditional fishing rights and existing submarine cables
1."	False	False	False	False	False	False	False	False	False	True	True	0.2732	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	without prejudice to article 49, an archipelagic state shall respect existing agreements with other states and shall recognize traditional fishing rights and other legitimate activities of the immediately adjacent neighbouring states in certain areas falling within archipelagic waters.	False	False	False	False	False	False	False	False	False	True	True	0.8127	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the terms and conditions for the exercise of such rights and activities, including the nature, the extent and the areas to which they apply, shall, at the request of any of the states concerned, be regulated by bilateral agreements between them.	False	False	False	False	False	False	False	False	False	True	True	0.2732	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	such rights shall not be transferred to or shared with third states or their nationals.	False	False	False	False	False	False	False	False	False	True	True	0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	an archipelagic state shall respect existing submarine cables laid by other states and passing through its waters without making a landfall.	False	False	False	False	False	False	False	False	False	True	True	0.4767	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	an archipelagic state shall permit the maintenance and replacement of such cables upon receiving due notice of their location and the intention to repair or replace them.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 52.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"right of innocent passage
1."	False	False	False	False	False	False	False	False	False	True	True	0.34	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	subject to article 53 and without prejudice to article 50, ships of all states enjoy the right of innocent passage through archipelagic waters, in accordance with part ii, section 3.	False	False	False	False	False	False	False	False	False	True	True	0.8075	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	the archipelagic state may, without discrimination in form or in fact among foreign ships, suspend temporarily in specified areas of its archipelagic waters the innocent passage of foreign ships if such suspension is essential for the protection of its security.	False	False	False	False	False	False	False	False	False	True	True	0.3612	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	such suspension shall take effect only after having been duly published.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	article 53.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	"right of archipelagic sea lanes passage
1."	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	an archipelagic state may designate sea lanes and air routes thereabove, suitable for the continuous and expeditious passage of foreign ships and aircraft through or over its archipelagic waters and the adjacent territorial sea.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	2.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	all ships and aircraft enjoy the right of archipelagic sea lanes passage in such sea lanes and air routes.	False	False	False	False	False	False	False	False	False	True	True	0.4939	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	3.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	archipelagic sea lanes passage means the exercise in accordance with this convention of the rights of navigation and overflight in the normal mode solely for the purpose of continuous, expeditious and unobstructed transit between one part of the high seas or an exclusive economic zone and another part of the high seas or an exclusive economic zone.	False	False	False	False	False	False	False	False	False	True	True	0.25	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	4.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	such sea lanes and air routes shall traverse the archipelagic waters and the adjacent territorial sea and shall include all normal passage routes used as routes for international navigation or overflight through or over archipelagic waters and, within such routes, so far as ships are concerned, all normal navigational channels, provided that duplication of routes of similar convenience between the same entry and exit points shall not be necessary.	False	False	False	False	True	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	5.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
doc1	such sea lanes and air routes shall be defined by a series of continuous axis lines from the entry points of passage routes to the exit points.	False	False	False	False	False	False	False	False	False	True	True	0.0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
